reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
cbebe442-ce9a-43af-ae73-72a9279683d5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Makin kedepannya kayaknya Aplikasinya makin berat, hp jd lemot, ketika awal buka aplikasi Shopee sih biasa aja, lama kelamaan setelah surfing beberapa produk yg mau dicari, baca komen2, nonton video2 shopee & lain2 malah semakin lemot dan akhirnya ngelag, krn kesal saya tutup aplikasinya padahal kualitas jaringan bagus ada WiFi, coba pakai jaringan Telkomsel sinyal 4G nya full, ternyata hasilnya sama aja tetap lemot ketika scrolling / surfing di Aplikasi Shopee. Harap menjadi perhatian Shopee.",5,1280,3.44.26,2025-03-14 19:02:29,,,3.44.26
af0e0cfe-414a-4f35-84dd-9f610e61d9f2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Makin di update malah makin lemot aja ne shopee,,gak itu buka video atau gambar biasa.. buka toko liat foto2 nya yg muncul itu2 mulu,,padahal sinyal wifi ku kencang,,buka apk & MP lain lancar aja,,gimana sih shopee kok makin turun aja sih kualitas nya,, Kalah jauh sma TT.. 👎🏻",2,6,3.45.60,2025-03-15 20:39:39,"Hai kak SELVI, maaf ya udh bikin ga nyaman. Aku sarankan buat clear cache apk, lalu log out dan log in kembali ya. Pastikan koneksi jaringan stabil dan apk sudah versi terbaru. Di coba secara berkala dalam ya kak. Jika masih ada bisa infoin ke aku di DM @Shopee_id atau @Shopeecare_id ya kak. Stay safe ^BW",2025-03-15 21:51:02,3.45.60
e38b523d-ccf1-46de-ae0c-8b7930236cdd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Shopee kenapa ya sekarang kalo mau masuk malah langsung tertuju ke bagian LIVE VIDEO..bikin lemot dan benar2 menganggu, karna walaupun udah klik cancel tapi tetap aja masih ada suara live/video Tambahan lagi kenapa sekarang tiap kali mau checkout gak bisa, muter2 terus aja Padahal jaringan internet normal.",1,46,3.44.26,2025-03-11 09:38:54,"Hi Kak Ukhti Nurul  , maaf ya udah bikin Kakak gak nyaman. terkait kendala Kakak, Aku sarankan untuk Kakak bisa coba berkala dan pastikan kondisi internet kamu stabil serta bisa ketersediaan memory dan RAM di handphone kamu masih mencukupi ya kak. bila masih berkendala kamu bisa hubungi mimin lagi di @Shopeecare_id ya. ^DM",2025-03-10 14:43:34,3.44.26
1c2d989f-8381-444b-8e36-fb737939bab4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pengiriman menggunakan spx sangat lambat , tidak cepat di kirim dan buruknya sistem shopee pasti memprioritaskan sistem pengiriman mereka(spx) tetapi tidak meningkatkan layanan pengiriman tersebut menurut saya jika spx dirasa belum mampu bersaing dengan jasa pengiriman lain , jangan prioritaskan spx dulu , perbaiki itu dulu buatkan opsi pembeli memilih jasa kirim sendiri saat checkout",1,248,3.44.21,2025-03-09 02:35:43,,,3.44.21
15903853-14c3-4d49-8b5c-f319f333e6e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saran saja buat shopee, sebaiknya untuk klik pesanan selesai diberi opsi klik 2x, karena saya pernah tanpa sengaja saat menyentuh layar HP kena ""pesanan selesai"" padahal barang belum saya terima & itu tidak bisa dibatalkan. Barusan saya tadi lg ngecek pesanan tanpa sengaja jg nyentuh ""pesanan selesai"" padahal barang belum sampai. Tolong kalo bisa dibuat seperti aplikasi sebelah jadi jika tersentuh tanpa sengaja masih aman. Entah nanti barangnya sampai atau tidak tergantung kejujuran kurirnya.",1,136,3.44.26,2025-03-09 07:59:55,,,3.44.26
521ae359-a47c-4157-8987-077b83e371ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolonglah untuk kinerjanya mohon ditingkatkan lagi, buka aplikasi shopee sekarang menguji kesabaraan seseorang,, padahal sinyal dan jaringan sudah lancar, clear chace tiap detik, hp ram'nya juga gede, pas buka aplikasi ini lemotnya minta ampun, apalagi klo lgi cek deskripsi serta ulasan foto/video pembeli, pencarian sebuah produk/toko malah bikin emosi seseorang.",4,480,3.44.21,2025-02-23 20:54:41,"Hai kak. Maaf buat resah. Boleh yuk kak pastiin, akun Shopee kakak dalam versi terbaru dan jaringan internet kakak stabil. Boleh coba clear cache aplikasi Shopee nya yaa. Coba berkala kak 1x24 jam. Kalo masih terkendala, colek aku yaa di sosmed resmi shopee ya kak. Met malam🙏🏻 ^VF",2023-01-09 11:10:42,3.44.21
a3e78a3a-2a4f-4da8-b325-da915b564513,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Maaf saya kasih bintang satu karena pengiriman SPX expres di shopee sangat buruk sekali, pengiriman tidak sesuai dengan estimasi tanggal tolong untuk kedepannya jangan menggunakan ekspedisi SPX ekspres dan satu lagi kalau pesanan sudah di bayar pakai shopee pay jangan ada fitur (Pesanan selesai) dan Nilai karena barang yang belum di terima seharusnya jangan di kasih fitur seperti itu kalau kostumer ga sengaja klik kasian kostumernya.... Tolong ya kedepannya aplikasinya di perbarui....terimkasih",1,20,3.45.60,2025-03-15 12:23:42,"Hai kak Violaazahra, mohon maaf atas ketidaknyamanannya terkait kendala kamu. Agar bisa aku bantu pengecekan lebih lanjut, infoin ke aku username dan detail kendala melalui DM IG @shopee_id. Terima kasih ^ DP",2025-03-15 14:49:16,3.45.60
1b02a6fc-20b4-43b5-9a20-68b467a3c33a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apknya berat banget asli, download fitur Shopeepay aja lama banget stuk di 0% trus, sama seperti di spinjam selalu begitu, padahal jaringan saya bagus, tolong di perbaiki lagi lah ini sangat merugikan sekali!!!!!!!!",1,1,3.45.60,2025-03-16 09:34:16,"Hi Kak Dika Sini, maaf bgt ya buat kamu resah terkait kendala aplikasimu. aku saranin Kakak bisa lakukan clear chace dg cara masuk ke Akun Shopee > menu ""Saya"" > ""Pengaturan Akun"" > ""Tentang"" > ""Hapus Cache"". Klo masih terkendala mohon hubungi kami dg memberikan screenshot review ini DM ke Social Media kita @Shopee_id /@Shopeecare_id ya^ED",2025-03-16 11:44:50,3.45.60
688a5a28-03f1-41eb-b947-0c80748bcca4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sebelum dan setelah update (10/03/25). Ketika buka aplikasi shopee, user (saya) dipaksa masuk ke video shopee (otomatis makan kuota data lebih). Saya menyebut 'dipaksa' karena saya tidak mau buka video tapi otomatis masuk laman video. Walau sudah klik home, audio dari video yg tadi masih bersuara, respon ponsel jadi lambat. Sudah clear cache, log outout, log in. Tetap juga begitu. Tolong perbaiki, JANGAN PAKSA user masuk ke video",1,76,3.45.60,2025-03-10 06:38:34,"Hai kak Ahmad , mohon maaf atas ketidaknyamanan nya. terkait feedback dri kakak akan dijadikan evaluasi agar pelayanan dan juga performa aplikasi Shopee semakin lebih baik lagi ke depan nya. Kalau ada kendala terkait Shopee kakak bisa DM IG aku di @Shopee_id ya kak . Sehat selalu ^ZY",2025-03-10 07:22:20,3.45.60
d92b1e15-81a9-41a9-aad8-be58db4a4ce3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"2bln terakhir ini sangat kecewa dgn shopee.. Beli dgn vocer besar psti terbatalkan.. Lantas apa guna nya vocer?? Pdhl yg saya beli itu produk real.. Saran untuk shopee,, kalo memang sedang membatasi penggunaan vocer,, tolong benar2 dipilah dan pilih,, mana yg real dan mana yg fiktif..",1,4,3.45.60,2025-03-16 04:37:39,"Hai kak Herlin maaf ya untuk kendala yang kaka alami, kedepannya kami tingkatkan kualitas dan kasih pelayanan yg terbaik supaya kendala yg sama tidak terulang kembali ya kak, namun terkait kendala kakak, kakak bisa chat detail kendala kakak dg memberikan screenshot review ini ke DM Social Media kita @Shopee_id /@Shopeecare ya, Sehat selalu^RJ",2025-03-16 06:06:45,3.45.60
690ca2f1-63e7-419e-ab18-a62ce04e20be,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bintang aku kurangi karena apaan dah kena pelanggaran gara2 katanya terlalu sering gunakan promo event jadi akun di batasi gak bisa buat belanja pake vc diskon apapun.. Pdhl diluar banyak yang lebih sering pake vc diskon.. Gak ada solusi malah jawaban template doang yang di kirim..,1,343,3.44.21,2025-02-24 17:07:17,"Hi kak dwi purwanti, maaf ya terkait kendala yg kamu alami.
Agar dpt aku bantu pengecekan kendala kamu, mohon menghubungi aku melalui DM IG @Shopee_ID yaa. Terima kasih^PT",2025-02-24 18:31:12,3.44.21
a76b9700-e40b-4820-98a3-7980e0164b68,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"(Saran dari saya ya min) disaat paket sudah ditangan kurir, alangkah baiknya kita para pembeli itu dikasih tau nomor wa kurir yg bisa dihubungi, jadi saat ketika ada problem contoh seperti kita tidak dirumah atau kita terburu buru akan dngn paketnya. Itu kita jadi lebih mudah untuk mengetahui keberadaan paket kita min, terimakasih 🙏",5,3601,3.44.26,2025-03-08 02:33:33,"Hai kakak Zaenal Abidin , maaf ya terkait dengan kendala yang Kakak alami, kami akan jadikan sebagai masukan utk mnjadikan Shopee lebih baik lagi. Kami selalu mencoba memberikan yang terbaik untuk para pengguna Shopee, jika km ada kndala/prtanyaan trkait shopee bisa hubungi aku melalui DM ke Social Media kami @Shopee_id / @Shopeecare ya ^KH",2025-03-08 03:52:33,3.44.26
2faf3e69-aa37-487a-9612-c8ea3f5d86a5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya menggunakan sejak awal kemunculan shopee di Indonesia, tapi saya rasa semakin banyak updat aplikasi semakin lemot dan kalo kelamaan menggunakan aplikasi shopee ujung-ujungnya nge Bug. Sama saran saya yang harus dipertimbangkan pihak shopee yaitu, segera berantas toko² penipu!!!",2,1,3.44.26,2025-03-16 06:35:32,Hi kak Rizki mohon maaf terkait kendala aplikasi yg lemot kamu bisa lakukan Clear Chace secara berkala ya kak selama 1x24 jam ya dan pastiin aplikasi dalam versi terbaru lalu juga jaringan dalam keadaan stabil. Have a nice day ^DF,2025-03-16 07:39:08,3.44.26
0b88c05c-6b1f-428d-b755-64e3697f7001,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi nya makin kesini malah makin sering eror, ngebug, lemot bangetttt diperbaiki versi terbaru bukannya makin bagus malah makin jelek. Bagus untuk pelayanannya tapi aplikasinya keseringan eror. Susah banget buat chat ke cs servis nya!",1,133,3.44.26,2025-03-03 08:50:18,"Hi kak Aztie Audy, maaf buat kamu ga nyaman terkait kendala yg aplikasi kamu alami. Aku saranin kamu bisa clear cache, pastikan jaringan kamu stabil ya dan coba berkala dalam 1x24 jam. Kalau masih kendala jangan sungkan DM aku di Instagram @Shopee_ID yang bercentang biru yaa kak, sehat selalu ^YQ",2025-03-03 09:26:39,3.44.26
655ebcca-83fd-4663-a2b3-f7751ce51522,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sebenarnya saya puas bgt memakai aplikasi belanja shopee. Tapi Mohon maaf, beberapa kali beli barang di shopee, begitu sampai, kemasannya pasti sudah tersobek dan terbuka di bagian atas....Mohon beritahu pada pihak ekspedisi, jangan suka membuka atau mengintip pesanan konsumen.",3,1,3.45.60,2025-03-16 15:31:06,"Hai kak Tri Wulandari  , maaf ya udah bikin kamu ngga nyaman dan untuk masukan dari Kakak, akan kami jadikan acuan untuk menjadikan Shopee lebih baik lagi. Jika kakak ada kendala atau pertanyaan terkait shopee boleh chat aku via DM ke Social Media kita @ShopeeID/@Shopeecare ya. Selamat beraktivitas ^OM",2025-03-16 17:32:00,3.45.60
fe6851f7-364a-46b8-8678-e20b8b1244e3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bertahun"" pakai shopee aman, nyaman, selalu jadii favorit belanja online.. Tapi akhir"" ini belanja apapun susah.. Beli ini itu untuk keperluan sehari"" Di batalkan semua.. katanya terditeksi aktivitas tidak wajar.. apanya yg gk wajar?? Vocer juga di sediakan shopee sendiri, barang juga barang kebutuhan rumah biasa... kecewa bgt.. jd makin ribett.. hampir gk bisa di pakai belanja shopeenya.. mana mau lebaran..",1,338,3.44.26,2025-02-28 03:57:38,"Hi kak, Mar'atul Kiflia. maaf ya kak atas ketidaknyamanan terkait kendala belanja yang terbatalkan oleh sistem. biar aku bantu cek lebih lanjut bisa infoin detail kendala kakak di DM kami IG @Shopee_id / @Shopeecare, aku tunggu ^WB",2025-02-28 04:31:41,3.44.26
233bdf50-8e10-46d0-a57b-931aa95a16ad,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sangat buruk, untuk pengiriman reguler biasanya sangat cepat seminggu dah sampai, tapi kok sekarang untuk regulernya selalu SPX untuk kurirnya, malah sangat lama sampainya, beda sama reguler seperti biasa JNT/sicepat seminggu dah smpai, miris untuk update sekarang selalu aja jasa kirim spx sangat lambat,.",1,110,3.44.26,2025-03-03 04:04:33,,,3.44.26
